Cuenca;Colector;Label;Lon_x;Lat_y;Elevation_m;Elevation_Invert_m;07_Clase_Aliviadero;11_Origen_Dato;02_Tipo_Agua;03_Tipo_Red;04_Estado;Tipo_Nodo;Activo
La Mina;Sabaneta Norte;6060590;-75.602171;6.158549;1593.77;1589.40;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6060592;-75.602474;6.158326;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060597;-75.602362;6.157547;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060598;-75.602594;6.158210;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060599;-75.602197;6.158436;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060600;-75.602248;6.158286;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060601;-75.602206;6.157239;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060602;-75.602250;6.157377;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060604;-75.602429;6.157930;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6060605;-75.602521;6.158209;1600.35;1598.15;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6060623;-75.602196;6.158342;1597.28;1594.25;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6061250;-75.602093;6.160215;1567.97;1565.21;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6061252;-75.601990;6.160128;1569.10;1566.81;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063045;-75.602141;6.159850;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063049;-75.602018;6.159483;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063050;-75.601935;6.159239;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063052;-75.600681;6.159385;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063053;-75.601193;6.159015;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063054;-75.601352;6.158949;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063057;-75.601449;6.158930;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063058;-75.601514;6.158923;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063062;-75.601660;6.158908;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063065;-75.601887;6.158868;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063067;-75.602057;6.158839;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063070;-75.601159;6.158934;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063072;-75.601185;6.158631;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063075;-75.600713;6.159430;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063076;-75.601134;6.159071;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063079;-75.601109;6.159055;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063081;-75.601063;6.158931;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063082;-75.601133;6.158723;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063084;-75.601359;6.158980;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063085;-75.601498;6.158956;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063087;-75.601584;6.158933;1592.36;1590.79;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063088;-75.601596;6.158984;1592.38;1589.01;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063089;-75.601778;6.158958;1588.89;1584.31;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063094;-75.601818;6.159031;1586.00;1582.71;null;Incidencia;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063096;-75.602081;6.158905;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063100;-75.601906;6.159163;1581.79;1578.69;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063101;-75.601960;6.159255;1579.50;1576.04;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063103;-75.602006;6.159382;1576.27;1574.27;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063106;-75.602050;6.159510;1574.85;1572.09;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063110;-75.602106;6.159680;1572.13;1569.60;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063111;-75.602160;6.159843;1569.60;1568.09;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063119;-75.602076;6.160075;1568.78;1565.48;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063275;-75.600979;6.158109;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063276;-75.601028;6.158009;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063277;-75.601538;6.158552;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063279;-75.601478;6.158627;1598.73;1596.32;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063280;-75.601109;6.157330;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063281;-75.601159;6.157255;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063282;-75.601357;6.157838;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063283;-75.601313;6.157919;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063284;-75.601386;6.158011;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063286;-75.601391;6.158328;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063287;-75.602080;6.156861;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063288;-75.601929;6.157329;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063289;-75.601799;6.156947;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063291;-75.602069;6.157739;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063292;-75.602102;6.158113;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063293;-75.601944;6.157629;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063294;-75.601698;6.157005;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063295;-75.601727;6.156853;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063297;-75.601531;6.157208;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063298;-75.601449;6.157178;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063299;-75.601634;6.157770;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063300;-75.601754;6.157868;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063301;-75.601761;6.158150;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063302;-75.601866;6.158454;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063303;-75.601903;6.158561;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063305;-75.601972;6.158502;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063307;-75.607921;6.162124;0.00;0.00;null;null;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063314;-75.602112;6.158366;1597.43;1593.37;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063318;-75.605667;6.160392;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;RETIRADO;CAMARA;False
La Mina;Sabaneta Norte;6063319;-75.601754;6.157059;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063387;-75.608097;6.158891;1564.25;1562.47;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063390;-75.607654;6.159196;1564.11;1562.32;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063392;-75.607484;6.159317;1563.72;1562.24;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063394;-75.607383;6.159385;1564.03;1562.19;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063396;-75.607211;6.159502;1563.94;1562.15;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063399;-75.606770;6.159807;1563.72;1562.10;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063424;-75.601837;6.158644;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063428;-75.607346;6.161292;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063429;-75.607921;6.161829;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063430;-75.607080;6.161130;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063431;-75.607150;6.161181;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063432;-75.607270;6.161289;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063434;-75.607637;6.161608;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063435;-75.607770;6.161799;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063439;-75.607121;6.162156;1555.70;1549.79;null;Levantamiento;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063440;-75.606424;6.162358;1554.51;1549.19;null;Levantamiento;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063480;-75.605751;6.162461;1554.26;1548.72;null;Incidencia;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063484;-75.606370;6.161678;1556.52;1554.48;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063486;-75.606306;6.161428;1557.91;1555.96;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063510;-75.606426;6.159304;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;FUERA DE SERVICIO;CAMARA;False
La Mina;Sabaneta Norte;6063511;-75.606101;6.159921;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;RETIRADO;CAMARA;False
La Mina;Sabaneta Norte;6063512;-75.605764;6.160219;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;RETIRADO;CAMARA;False
La Mina;Sabaneta Norte;6063513;-75.605645;6.160331;1562.83;1561.38;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063514;-75.603906;6.158876;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063515;-75.604231;6.159060;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063516;-75.604780;6.159387;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063517;-75.605272;6.159716;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063518;-75.605542;6.160102;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063519;-75.603847;6.158861;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063520;-75.604226;6.159092;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063521;-75.604740;6.159405;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063523;-75.605078;6.159601;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063524;-75.605259;6.159729;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063525;-75.605518;6.160120;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063527;-75.605747;6.160541;1562.79;1560.43;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063528;-75.605681;6.160613;1562.44;1560.06;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063529;-75.605657;6.160737;1562.15;1559.70;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063530;-75.605899;6.160957;1561.02;1558.92;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063531;-75.606204;6.161238;1559.00;1556.90;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063533;-75.605805;6.160462;1562.99;1561.53;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063534;-75.605172;6.160900;1560.92;1559.82;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063536;-75.604725;6.161199;1559.50;1558.01;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063537;-75.604455;6.161358;1557.99;1555.98;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063554;-75.604141;6.160089;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;PROPUESTO MODIFICAR;CAMARA;False
La Mina;Sabaneta Norte;6063561;-75.604131;6.160069;1570.30;1568.07;null;Levantamiento;LLUVIAS;SECUNDARIA;PROPUESTO MODIFICAR;CAMARA;True
La Mina;Sabaneta Norte;6063672;-75.603997;6.161797;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063681;-75.603795;6.158874;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;FUERA DE SERVICIO;CAMARA;False
La Mina;Sabaneta Norte;6063683;-75.603323;6.159464;1572.68;1571.14;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063685;-75.603188;6.158920;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063686;-75.603310;6.159342;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063688;-75.603156;6.158924;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063694;-75.603285;6.159360;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063696;-75.603079;6.159602;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063702;-75.602888;6.159023;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063703;-75.602839;6.158872;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063706;-75.602816;6.158871;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063709;-75.602859;6.159041;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063710;-75.603072;6.159681;1571.08;1569.81;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063713;-75.602538;6.158920;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063717;-75.602502;6.158930;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063734;-75.602644;6.159247;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063735;-75.602782;6.159673;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063736;-75.602775;6.159767;1570.35;1569.01;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063744;-75.602531;6.158651;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063745;-75.602233;6.158728;1590.03;1587.10;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063746;-75.602255;6.158803;1588.04;1584.10;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063747;-75.602176;6.159089;1583.21;1579.36;null;Levantamiento;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063748;-75.602236;6.159278;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063753;-75.602396;6.159828;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063756;-75.602439;6.159860;1569.76;1567.55;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063763;-75.602477;6.159844;1569.77;1568.11;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063765;-75.602567;6.158745;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063766;-75.602278;6.158840;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063770;-75.602246;6.159040;0.00;0.00;null;null;RESIDUALES;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063771;-75.602495;6.159763;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063772;-75.602208;6.160000;1568.64;1567.41;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063839;-75.602614;6.159264;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063924;-75.606467;6.160010;1563.82;1561.89;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063925;-75.606329;6.160107;1563.53;1561.73;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063929;-75.605234;6.160942;1561.04;1560.24;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063930;-75.604973;6.161118;1560.15;1557.68;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063931;-75.604969;6.161227;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;FUERA DE SERVICIO;CAMARA;False
La Mina;Sabaneta Norte;6063932;-75.604792;6.161261;1559.33;1556.16;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063933;-75.604649;6.161425;1558.12;1554.90;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063934;-75.604378;6.161722;1556.16;1552.82;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063935;-75.604397;6.162073;1553.48;1550.93;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063937;-75.604494;6.162318;1553.32;1550.86;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063942;-75.604614;6.162457;1553.16;1550.76;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063944;-75.604644;6.162348;1552.77;1551.11;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063945;-75.604893;6.162108;1552.99;1551.38;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063946;-75.605070;6.161942;1552.98;1551.66;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6063948;-75.605232;6.161994;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6063950;-75.605354;6.162125;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064015;-75.604811;6.161496;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064016;-75.604811;6.161584;1554.75;1552.41;null;Levantamiento;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6064041;-75.604643;6.161553;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064042;-75.604689;6.161606;0.00;0.00;null;null;COMBINADAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064050;-75.606071;6.162216;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064051;-75.605765;6.162295;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064052;-75.605374;6.162461;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064053;-75.605103;6.162603;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064054;-75.605057;6.162532;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064055;-75.605175;6.162706;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064056;-75.605268;6.162844;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064058;-75.605058;6.162807;1553.96;1548.14;null;Levantamiento;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6064065;-75.605470;6.162548;0.00;0.00;null;null;LLUVIAS;SECUNDARIA;OPERACION;CAMARA;False
La Mina;Sabaneta Norte;6064066;-75.604938;6.162979;1553.27;1547.94;null;Levantamiento;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
La Mina;Sabaneta Norte;6064067;-75.604884;6.163080;1552.99;1547.66;null;Levantamiento;RESIDUALES;INTERCEPTOR;OPERACION;CAMARA;True
